"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"IntegrationPartner","IntegrationPartnerService","updateStatus","POST /adminapi/integrationLog/update/status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"Inventory","InventoryService","list","GET /inventory/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Inventory","InventoryService","update","POST /inventory/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Inventory","InventoryService","delete","DELETE /inventory/delete","","","","","",""
"Inventory","InventoryService","import","GET /inventory/import","","","","","",""
"Investor","InvestorService","list","GET /investor/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Investor","InvestorService","update","POST /investor/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Investor","InvestorService","delete","DELETE /investor/delete","","","","","",""
"Investor","InvestorService","updateStatus","POST /investor/update/status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"Investor","InvestorService","detail","GET /investor/get","","","Query DTO: id required.","","",""
"Invoice","InvoiceService","list","GET /adminapi/invoice/list/v2","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Invoice","InvoiceService","invoiceDetail","GET /adminapi/invoiceDetail/import","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Invoice","InvoiceService","listInvoiceDetail","GET /adminapi/invoiceDetail/list","","","Query DTO: id required.","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","",""
"Invoice","InvoiceService","create","POST /adminapi/invoice/create","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Invoice","InvoiceService","cardService","GET /adminapi/invoiceDetail/cardService","","","","","",""
"Invoice","InvoiceService","invoiceDetailCustomer","GET /adminapi/invoiceDetail/customer","","","Query DTO: id required.","","",""
"Invoice","InvoiceService","cancelInvoice","DELETE /adminapi/invoice/delete","","","","","",""
"Invoice","InvoiceService","debtInvoice","GET /adminapi/invoice/debt","","","","","",""
"Invoice","InvoiceService","temporarilyInvoices","POST /adminapi/invoice/update/temp","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Invoice","InvoiceService","historyUseCard","GET /adminapi/invoice/using/card","","","","","",""
"Invoice","InvoiceService","getInvoiceCode","GET /adminapi/invoice/code","","","Query DTO: id required.","","",""
"KeywordData","KeywordDataService","list","GET `${urlsApi.keywordData.list}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KeywordData","KeywordDataService","update","POST urlsApi.keywordData.update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KeywordData","KeywordDataService","detail","GET `${urlsApi.keywordData.detail}?id=${id}`","","","Query DTO: id required.","","",""
"KeywordData","KeywordDataService","delete","DELETE `${urlsApi.keywordData.delete}?id=${id}`","","","","","",""
"KpiApply","KpiApplyService","list","GET /adminapi/kpiApply/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiApply","KpiApplyService","update","POST /adminapi/kpiApply/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiApply","KpiApplyService","delete","DELETE /adminapi/kpiApply/delete","","","","","",""
"KpiDatasource","KpiDatasourceService","list","GET /adminapi/kpiDatasource/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiDatasource","KpiDatasourceService","update","POST /adminapi/kpiDatasource/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiDatasource","KpiDatasourceService","delete","DELETE /adminapi/kpiDatasource/delete","","","","","",""
"KpiGoal","KpiGoalService","list","GET /adminapi/kpiGoal/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiGoal","KpiGoalService","update","POST /adminapi/kpiGoal/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiGoal","KpiGoalService","delete","DELETE /adminapi/kpiGoal/delete","","","","","",""
"KpiGoal","KpiGoalService","detail","GET /adminapi/kpiGoal/get","","","Query DTO: id required.","","",""
"KpiObject","KpiObjectService","list","GET /adminapi/kpiObject/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiObject","KpiObjectService","update","POST /adminapi/kpiObject/update/web","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiObject","KpiObjectService","delete","DELETE /adminapi/kpiObject/delete","","","","","",""
"KpiObject","KpiObjectService","detail","GET /adminapi/kpiObject/get","","","Query DTO: id required.","","",""
"KpiObject","KpiObjectService","detailKpiEmployee","GET /adminapi/kpiObject/employee/result","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiObject","KpiObjectService","exchangelist","GET /adminapi/kpiExchange/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiObject","KpiObjectService","deleteKpiExchange","DELETE /adminapi/kpiExchange/delete","","","","","",""
"KpiObject","KpiObjectService","addKpiExchange","POST /adminapi/kpiExchange/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiObject","KpiObjectService","updateKpiExchange","GET /adminapi/kpiExchange/get","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","",""
"Kpi","KpiService","list","GET /adminapi/kpi/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Kpi","KpiService","update","POST /adminapi/kpi/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","delete","DELETE /adminapi/kpi/delete","","","","","",""
"Kpi","KpiService","checkKpiCampaign","GET /adminapi/kpiApply/get/byCampaignId","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","updateKpi","POST /adminapi/campaign/update/kpi","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","listEmployeeKpi","GET /adminapi/kpiObject/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Kpi","KpiService","addEmployeeToKpi","GET /adminapi/kpiObject/get/byObject","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","listGoalKpiEmployee","GET /adminapi/kpiSetupObject/list/byKotId","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Kpi","KpiService","saveKpiEmployee","POST /adminapi/kpiSetupObject/update/web","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","deleteEmployeeKpi","DELETE /adminapi/kpiObject/delete","","","","","",""
"Kpi","KpiService","addEmployeeToKpiContact","GET /adminapi/campaignSale/interaction/kpis","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","saveKpiContactEmployee","POST /adminapi/campaignSale/interaction/kpis","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Kpi","KpiService","listEmployeeKpiContact","GET /adminapi/campaignSale/interaction/employee","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Kpi","KpiService","deleteEmployeeKpiContact","DELETE /adminapi/campaignSale/interaction/kpis","","","","","",""
"KpiSetup","KpiSetupService","list","GET /adminapi/kpiSetup/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiSetup","KpiSetupService","update","POST /adminapi/kpiSetup/update/web","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiSetup","KpiSetupService","delete","DELETE /adminapi/kpiSetup/delete","","","","","",""
"KpiTemplateGoal","KpiTemplateGoalService","list","GET /adminapi/kpiTemplateGoal/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiTemplateGoal","KpiTemplateGoalService","update","POST /adminapi/kpiTemplateGoal/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiTemplateGoal","KpiTemplateGoalService","delete","DELETE /adminapi/kpiTemplateGoal/delete","","","","","",""
"KpiTemplate","KpiTemplateService","list","GET /adminapi/kpiTemplate/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"KpiTemplate","KpiTemplateService","update","POST /adminapi/kpiTemplate/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"KpiTemplate","KpiTemplateService","delete","DELETE /adminapi/kpiTemplate/delete","","","","","",""
"Mailbox","MailboxService","list","GET /adminapi/mailbox/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Mailbox","MailboxService","update","POST /adminapi/mailbox/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Mailbox","MailboxService","detail","GET /adminapi/mailbox/get","","","Query DTO: id required.","","",""
"Mailbox","MailboxService","delete","DELETE /adminapi/mailbox/delete","","","","","",""
"Mailbox","MailboxService","viewer","GET /adminapi/mailbox/viewer","","","","","",""
"Mailbox","MailboxService","updateViewer","POST /adminapi/mailbox/update/viewer","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Mailbox","MailboxService","mailboxExchangeList","GET /adminapi/mailboxExchange/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Mailbox","MailboxService","mailboxExchangeUpdate","POST /adminapi/mailboxExchange/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Mailbox","MailboxService","mailboxExchangeDelete","DELETE /adminapi/mailboxExchange/delete","","","","","",""
"ManageDefaultProcesses","ManageDefaultProcessesService","list","GET /adminapi/process-permission/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ManageDefaultProcesses","ManageDefaultProcessesService","update","POST /adminapi/process-permission/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManageDefaultProcesses","ManageDefaultProcessesService","detail","GET /adminapi/process-permission/get","","","Query DTO: id required.","","",""
"ManageDefaultProcesses","ManageDefaultProcessesService","delete","DELETE /adminapi/process-permission/delete","","","","","",""
"ManagementAsked","ManagementAskedService","list","GET /clarificationRequest/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ManagementAsked","ManagementAskedService","update","POST /clarificationRequest/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","detail","GET /clarificationRequest/get","","","Query DTO: id required.","","",""
"ManagementAsked","ManagementAskedService","delete","DELETE /clarificationRequest/delete","","","","","",""
"ManagementAsked","ManagementAskedService","replyAsked","POST /clarificationResponse/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","getClarificationDetail","GET `${urlsApi.clarificationDetail.list}${convertParamsToString(params)}`","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","assignRequest","POST /clarificationRequest/assign","","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","detailClarification","GET `${urlsApi.clarificationDetail.detail}?id=${id}`","","","Query DTO: id required.","","",""
"ManagementAsked","ManagementAskedService","updateStatusClarification","POST urlsApi.clarificationDetail.updateStatus","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","saveReply","POST /clarificationResponse/update","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ManagementAsked","ManagementAskedService","getDetailReply","GET /clarificationResponse/get","","","Query DTO: id required.","","",""
"ManagementAsked","ManagementAskedService","getRepsonseList","GET /clarificationResponse/list","","","Query DTO: id required.","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ManagementAsked","ManagementAskedService","insertRepsonse","POST /clarificationResponse/insert","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","list","GET /adminapi/ma/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","update","POST /adminapi/ma/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","detail","GET /adminapi/ma/get","","","Query DTO: id required.","","",""
"MarketingAutomation","MarketingAutomationService","delete","DELETE /adminapi/ma/delete","","","","","",""
"MarketingAutomation","MarketingAutomationService","addNode","POST /adminapi/ma/config-node/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","deleteNode","DELETE /adminapi/ma/node/delete","","","","","",""
"MarketingAutomation","MarketingAutomationService","updateNode","POST /adminapi/ma/config/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","detailConfigMA","GET /adminapi/ma/config/get","","","Query DTO: id required.","","",""
"MarketingAutomation","MarketingAutomationService","detailMA","GET /adminapi/ma/detail","","","Query DTO: id required.","","",""
"MarketingAutomation","MarketingAutomationService","updateConfigNode","POST /adminapi/ma/update-config","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","approveMA","POST /adminapi/ma/update/status","","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","listCustomer","GET /adminapi/maCustomer/customers","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","listCustomerByType","GET /adminapi/ma/customer/get","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","listCustomerByCareer","GET /adminapi/ma/statistic/custCareer","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","listCustomerByCustCard","GET /adminapi/ma/statistic/custCard","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","listCustomerByCustGroup","GET /adminapi/ma/statistic/custGroup","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","listCustomerByDate","GET /adminapi/ma/statistic/byDate","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"MarketingAutomation","MarketingAutomationService","detailCustomer","GET /adminapi/maCustomer/result","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","deleteCustomer","DELETE /adminapi/maCustomer/delete","","","","","",""
"MarketingAutomation","MarketingAutomationService","updateMapping","POST /adminapi/maMapping/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"MarketingAutomation","MarketingAutomationService","detailMapping","GET /adminapi/maMapping/get","","","Query DTO: id required.","","",""
"Material","MaterialService","list","GET /material/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Material","MaterialService","update","POST /material/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Material","MaterialService","delete","DELETE /material/delete","","","","","",""
"Material","MaterialService","updateStatus","POST /material/update/status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"Material","MaterialService","detail","GET /material/get","","","Query DTO: id required.","","",""
"Material","MaterialService","detail","GET /material/get","","","Query DTO: id required.","","",""
"Material","MaterialService","importExcel","POST /material/upload","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Negotiation","NegotiationService","listOrganizationsPassed","GET `${urlsApi.negotiation.listOrganizationsPassed}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Negotiation","NegotiationService","saveOrUpdate","POST urlsApi.negotiation.saveOrUpdate","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Negotiation","NegotiationService","detail","GET `${urlsApi.negotiation.detail}${convertParamsToString(params)}`","","","Query DTO: id required.","","","id:number|string required<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Negotiation","NegotiationService","createNegotiation","POST urlsApi.negotiation.createNegotiation","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Negotiation","NegotiationService","listByRound","GET `${urlsApi.negotiation.listByRound}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Notification","NotificationService","list","GET /notification/notificationHistory/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Notification","NotificationService","update","POST /notification/notificationHistory/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Notification","NotificationService","detail","GET /notification/notificationHistory/get","","","Query DTO: id required.","","",""
"Notification","NotificationService","delete","DELETE /notification/notificationHistory/delete","","","","","",""
"Notification","NotificationService","updateUnread","POST /notification/notificationHistory/update/unread","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
